seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
2,6,6991.0,-0.005472745384956607,2.122952608153448,OPTIMAL,28,0,0,11,0
2,6,8492.0,-0.005472745384956607,2.122952608153448,OPTIMAL,53,0,0,20,1
2,6,8620.0,0.07615204268068217,2.1145685362704825,OPTIMAL,71,0,0,13,2
2,6,8758.0,0.07615204268068217,2.1145685362704825,OPTIMAL,88,0,0,15,4
2,6,8919.0,0.17974361387673268,2.1145685362704825,OPTIMAL,109,0,0,16,0
2,6,9109.0,0.17974361387673268,2.1145685362704825,OPTIMAL,128,0,0,14,2
2,6,9246.0,0.28278341775060634,2.1145685362704825,OPTIMAL,146,0,0,13,3
2,6,9407.0,0.28278341775060634,2.1145685362704825,OPTIMAL,165,0,0,12,0
2,6,9536.0,0.3657647674951397,2.1145685362704825,OPTIMAL,182,0,0,16,3
2,6,9635.0,0.3657647674951397,2.1145685362704825,OPTIMAL,194,0,0,11,1
2,6,9751.0,0.39331734771956467,2.1145685362704825,OPTIMAL,209,0,0,7,0
2,6,9845.0,0.39331734771956467,2.1145685362704825,OPTIMAL,220,0,0,12,1
2,6,9972.0,0.42413983366377295,2.1116520376273074,OPTIMAL,236,0,0,5,0
2,6,10147.0,0.42413983366377295,2.1116520376273074,OPTIMAL,253,0,0,15,1
2,6,10328.0,0.4583295731292957,2.1116520376273074,OPTIMAL,270,0,0,14,3
2,6,10462.0,0.4583295731292957,2.1116520376273074,OPTIMAL,284,0,0,11,1
2,6,10595.0,0.4726904654081336,2.1116520376273074,OPTIMAL,299,0,0,7,4
2,6,10753.0,0.4726904654081336,2.1116520376273074,OPTIMAL,314,0,0,12,1
2,6,10970.0,0.5258566007135539,2.1116520376273074,OPTIMAL,331,0,0,9,4
2,6,11137.0,0.5258566007135539,2.1116520376273074,OPTIMAL,345,0,0,13,3
2,6,11316.0,0.5394874183768567,2.1116520376273074,OPTIMAL,360,0,0,9,0
2,6,11488.0,0.5394874183768567,2.1116520376273074,OPTIMAL,375,0,0,9,1
2,6,11652.0,0.5453830982789846,2.1116520376273074,OPTIMAL,389,0,0,8,1
2,6,11781.0,0.5453830982789846,2.1116520376273074,OPTIMAL,401,0,0,9,0
2,6,11936.0,0.6126094197402387,2.1116520376273074,OPTIMAL,414,0,0,9,1
2,6,12096.0,0.6126094197402387,2.1116520376273074,OPTIMAL,429,0,0,15,2
2,6,12237.0,0.6142875443225294,2.1116520376273074,OPTIMAL,444,0,0,9,1
2,6,12359.0,0.6142875443225294,2.1116520376273074,OPTIMAL,456,0,0,11,2
2,6,12515.0,0.6675516721535751,2.1116520376273074,OPTIMAL,470,0,0,8,1
2,6,12650.0,0.6675516721535751,2.1116520376273074,OPTIMAL,482,0,0,8,1
2,6,12782.0,0.6777340992676592,2.1116520376273074,OPTIMAL,495,0,0,8,1
2,6,12873.0,0.6777340992676592,2.1116520376273074,OPTIMAL,505,0,0,8,0
2,6,13037.0,0.6980737968086324,2.1116520376273074,OPTIMAL,517,0,0,8,3
2,6,13167.0,0.6980737968086324,2.1116520376273074,OPTIMAL,529,0,0,11,3
2,6,13305.0,0.6993790192384703,2.1116520376273074,OPTIMAL,542,0,0,10,3
2,6,13491.0,0.6993790192384703,2.1116520376273074,OPTIMAL,556,0,0,10,1
2,6,13710.0,0.7211443290827652,2.1116520376273074,OPTIMAL,573,0,0,9,3
2,6,13853.0,0.7211443290827652,2.1116520376273074,OPTIMAL,585,0,0,7,0
2,6,13926.0,0.7272145933389572,2.1116520376273074,OPTIMAL,594,0,0,3,1
2,6,14035.0,0.7272145933389572,2.1116520376273074,OPTIMAL,605,0,0,13,1
