seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
5,7,5605.0,-0.008900309094057758,2.4807638366181384,OPTIMAL,33,0,0,20,0
5,7,6903.0,-0.008900309094057758,2.4807638366181384,OPTIMAL,61,0,0,24,2
5,7,7186.0,0.06581204199603888,2.4807638366181384,OPTIMAL,89,0,0,19,0
5,7,7416.0,0.06581204199603888,2.4807638366181384,OPTIMAL,111,0,0,21,3
5,7,7615.0,0.11205677579635186,2.4807638366181384,OPTIMAL,133,0,0,19,3
5,7,7841.0,0.11205677579635186,2.4807638366181384,OPTIMAL,156,0,0,25,7
5,7,8030.0,0.18096804044070927,2.4807638366181384,OPTIMAL,177,0,0,22,1
5,7,8251.0,0.18096804044070927,2.4807638366181384,OPTIMAL,200,0,0,25,6
5,7,8495.0,0.24330809341045398,2.4807638366181384,OPTIMAL,227,0,0,19,2
5,7,8699.0,0.24330809341045398,2.4807638366181384,OPTIMAL,249,0,0,21,7
5,7,8908.0,0.34179097779587336,2.4807638366181384,OPTIMAL,273,0,0,19,3
5,7,9052.0,0.34179097779587336,2.4807638366181384,OPTIMAL,289,0,0,19,2
5,7,9225.0,0.3589738833354023,2.4807638366181384,OPTIMAL,311,0,0,15,0
5,7,9438.0,0.3589738833354023,2.4807638366181384,OPTIMAL,333,0,0,25,5
5,7,9682.0,0.3953076278739659,2.4807638366181384,OPTIMAL,360,0,0,19,8
5,7,9862.0,0.3953076278739659,2.4807638366181384,OPTIMAL,380,0,0,21,3
5,7,10048.0,0.4660532666639916,2.4807638366181384,OPTIMAL,402,0,0,16,1
5,7,10232.0,0.4660532666639916,2.4807638366181384,OPTIMAL,422,0,0,18,2
5,7,10378.0,0.47653247777618324,2.4807638366181384,OPTIMAL,439,0,0,11,2
5,7,10553.0,0.47653247777618324,2.4807638366181384,OPTIMAL,457,0,0,22,3
5,7,10714.0,0.4843676283796053,2.4807638366181384,OPTIMAL,477,0,0,12,0
5,7,10907.0,0.4843676283796053,2.4807638366181384,OPTIMAL,498,0,0,20,3
5,7,11081.0,0.5338392424117434,2.4807638366181384,OPTIMAL,521,0,0,13,2
5,7,11246.0,0.5338392424117434,2.4807638366181384,OPTIMAL,538,0,0,20,5
5,7,11453.0,0.5361337566575227,2.4807638366181384,OPTIMAL,560,0,0,16,1
5,7,11638.0,0.5361337566575227,2.4807638366181384,OPTIMAL,579,0,0,14,2
5,7,11790.0,0.5407725368968628,2.4807638366181384,OPTIMAL,597,0,0,15,3
5,7,11972.0,0.5407725368968628,2.4807638366181384,OPTIMAL,617,0,0,21,4
5,7,12141.0,0.6044106914270095,2.4807638366181384,OPTIMAL,637,0,0,15,1
5,7,12324.0,0.6044106914270095,2.4807638366181384,OPTIMAL,656,0,0,22,3
5,7,12500.0,0.6075440568896295,2.4807638366181384,OPTIMAL,676,0,0,13,0
5,7,12711.0,0.6075440568896295,2.4807638366181384,OPTIMAL,696,0,0,21,6
5,7,12861.0,0.6102458165420133,2.4807638366181384,OPTIMAL,713,0,0,12,0
5,7,13013.0,0.6102458165420133,2.4807638366181384,OPTIMAL,728,0,0,16,5
5,7,13193.0,0.6203707236038931,2.4807638366181384,OPTIMAL,750,0,0,16,2
5,7,13376.0,0.6203707236038931,2.4807638366181384,OPTIMAL,770,0,0,22,6
5,7,13556.0,0.6323848769085603,2.4807638366181384,OPTIMAL,790,0,0,13,2
5,7,13692.0,0.6323848769085603,2.4807638366181384,OPTIMAL,804,0,0,24,5
5,7,13846.0,0.6561581019759622,2.4807638366181384,OPTIMAL,823,0,0,14,2
5,7,14016.0,0.6561581019759622,2.4807638366181384,OPTIMAL,842,0,0,17,3
5,7,14156.0,0.6610803343999808,2.4807638366181384,OPTIMAL,860,0,0,17,4
5,7,14336.0,0.6610803343999808,2.4807638366181384,OPTIMAL,879,0,0,21,5
5,7,14527.0,0.6727510154128795,2.4807638366181384,OPTIMAL,901,0,0,14,0
5,7,14694.0,0.6727510154128795,2.4807638366181384,OPTIMAL,919,0,0,17,3
