seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
4,7,5014.0,-0.006370079877422888,2.617032232213054,OPTIMAL,37,0,0,22,0
4,7,6008.0,-0.006370079877422888,2.617032232213054,OPTIMAL,63,0,0,28,1
4,7,6009.0,0.046954618340693484,2.617032232213054,OPTIMAL,90,0,0,18,0
4,7,6011.0,0.046954618340693484,2.617032232213054,OPTIMAL,110,0,0,30,2
4,7,6013.0,0.0860937730255605,2.617032232213054,OPTIMAL,132,0,0,18,2
4,7,6015.0,0.0860937730255605,2.617032232213054,OPTIMAL,154,0,0,31,6
4,7,6017.0,0.1388943409322101,2.617032232213054,OPTIMAL,178,0,0,16,1
4,7,6019.0,0.1388943409322101,2.617032232213054,OPTIMAL,196,0,0,24,8
4,7,6020.0,0.19978349639792206,2.617032232213054,OPTIMAL,221,0,0,17,1
4,7,6024.0,0.19978349639792206,2.617032232213054,OPTIMAL,245,0,0,24,6
4,7,6026.0,0.2850842373399165,2.617032232213054,OPTIMAL,270,0,0,22,2
4,7,6029.0,0.2850842373399165,2.617032232213054,OPTIMAL,293,0,0,19,2
4,7,6031.0,0.3754194067950183,2.617032232213054,OPTIMAL,317,0,0,22,5
4,7,6033.0,0.3754194067950183,2.617032232213054,OPTIMAL,336,0,0,20,1
4,7,6057.0,0.4206011144540581,2.617032232213054,OPTIMAL,360,0,0,14,1
4,7,6059.0,0.4206011144540581,2.617032232213054,OPTIMAL,382,0,0,24,1
4,7,6061.0,0.4246568172319148,2.617032232213054,OPTIMAL,406,0,0,21,6
4,7,6063.0,0.4246568172319148,2.617032232213054,OPTIMAL,428,0,0,22,2
4,7,6064.0,0.46828159805175035,2.617032232213054,OPTIMAL,451,0,0,15,0
4,7,6065.0,0.46828159805175035,2.617032232213054,OPTIMAL,471,0,0,19,5
4,7,6066.0,0.47917933292308423,2.617032232213054,OPTIMAL,492,0,0,13,0
4,7,6067.0,0.47917933292308423,2.617032232213054,OPTIMAL,511,0,0,18,4
4,7,6069.0,0.496362446510567,2.617032232213054,OPTIMAL,533,0,0,15,0
4,7,6070.0,0.496362446510567,2.617032232213054,OPTIMAL,548,0,0,18,1
4,7,6071.0,0.5187809165021792,2.617032232213054,OPTIMAL,568,0,0,14,3
4,7,6072.0,0.5187809165021792,2.617032232213054,OPTIMAL,587,0,0,18,3
4,7,6072.0,0.5250862415932706,2.617032232213054,OPTIMAL,605,0,0,12,0
4,7,6073.0,0.5250862415932706,2.617032232213054,OPTIMAL,620,0,0,16,5
4,7,6074.0,0.5360019881358179,2.617032232213054,OPTIMAL,642,0,0,15,0
4,7,6076.0,0.5360019881358179,2.617032232213054,OPTIMAL,661,0,0,20,4
4,7,6076.0,0.5720181619258258,2.617032232213054,OPTIMAL,680,0,0,9,0
4,7,6078.0,0.5720181619258258,2.617032232213054,OPTIMAL,699,0,0,17,5
4,7,6079.0,0.5742659461778322,2.617032232213054,OPTIMAL,719,0,0,11,2
4,7,6080.0,0.5742659461778322,2.617032232213054,OPTIMAL,740,0,0,17,4
4,7,6082.0,0.5885565051528631,2.617032232213054,OPTIMAL,763,0,0,14,1
4,7,6091.0,0.5885565051528631,2.617032232213054,OPTIMAL,779,0,0,11,2
4,7,6093.0,0.5918422572941788,2.617032232213054,OPTIMAL,800,0,0,14,5
4,7,6095.0,0.5918422572941788,2.617032232213054,OPTIMAL,820,0,0,14,3
4,7,6096.0,0.6054226203399523,2.617032232213054,OPTIMAL,841,0,0,16,3
4,7,6097.0,0.6054226203399523,2.617032232213054,OPTIMAL,862,0,0,16,4
4,7,6098.0,0.620608762744327,2.617032232213054,OPTIMAL,881,0,0,16,1
4,7,6100.0,0.620608762744327,2.617032232213054,OPTIMAL,902,0,0,19,3
4,7,6101.0,0.6268593357971648,2.617032232213054,OPTIMAL,923,0,0,16,3
4,7,6103.0,0.6268593357971648,2.617032232213054,OPTIMAL,944,0,0,22,4
4,7,6104.0,0.6444963157358822,2.617032232213054,OPTIMAL,966,0,0,13,3
4,7,6106.0,0.6444963157358822,2.617032232213054,OPTIMAL,987,0,0,17,4
4,7,6107.0,0.6798055186434191,2.617032232213054,OPTIMAL,1007,0,0,14,4
4,7,6108.0,0.6798055186434191,2.617032232213054,OPTIMAL,1026,0,0,25,3
4,7,6109.0,0.6884014686447827,2.617032232213054,OPTIMAL,1046,0,0,15,3
4,7,6111.0,0.6884014686447827,2.617032232213054,OPTIMAL,1070,0,0,16,6
4,7,6112.0,0.7133274451490215,2.617032232213054,OPTIMAL,1092,0,0,15,4
4,7,6113.0,0.7133274451490215,2.617032232213054,OPTIMAL,1109,0,0,20,2
4,7,6117.0,0.723947219226192,2.617032232213054,OPTIMAL,1129,0,0,15,0
4,7,6119.0,0.723947219226192,2.617032232213054,OPTIMAL,1146,0,0,20,3
4,7,6121.0,0.724781515539145,2.617032232213054,OPTIMAL,1165,0,0,10,4
4,7,6122.0,0.724781515539145,2.617032232213054,OPTIMAL,1180,0,0,13,3
4,7,6123.0,0.7286126754509239,2.617032232213054,OPTIMAL,1197,0,0,18,2
4,7,6125.0,0.7286126754509239,2.617032232213054,OPTIMAL,1217,0,0,24,7
4,7,6126.0,0.7416105194547161,2.617032232213054,OPTIMAL,1237,0,0,13,5
4,7,6127.0,0.7416105194547161,2.617032232213054,OPTIMAL,1250,0,0,16,4
4,7,6128.0,0.7573196782682282,2.617032232213054,OPTIMAL,1265,0,0,16,2
4,7,6129.0,0.7573196782682282,2.617032232213054,OPTIMAL,1282,0,0,17,1
4,7,6130.0,0.762172032184912,2.617032232213054,OPTIMAL,1297,0,0,15,1
4,7,6131.0,0.762172032184912,2.617032232213054,OPTIMAL,1316,0,0,11,5
4,7,6133.0,0.7637896630409626,2.617032232213054,OPTIMAL,1333,0,0,17,2
4,7,6134.0,0.7637896630409626,2.617032232213054,OPTIMAL,1355,0,0,21,3
4,7,6136.0,0.780980059667463,2.617032232213054,OPTIMAL,1377,0,0,16,1
4,7,6137.0,0.780980059667463,2.617032232213054,OPTIMAL,1394,0,0,16,5
4,7,6138.0,0.7815827721793176,2.617032232213054,OPTIMAL,1415,0,0,17,1
4,7,6140.0,0.7815827721793176,2.617032232213054,OPTIMAL,1436,0,0,22,1
4,7,6141.0,0.7862334700920764,2.617032232213054,OPTIMAL,1451,0,0,13,3
4,7,6145.0,0.7862334700920764,2.617032232213054,OPTIMAL,1468,0,0,19,5
4,7,6147.0,0.8093739106389322,2.617032232213054,OPTIMAL,1492,0,0,15,2
4,7,6148.0,0.8093739106389322,2.617032232213054,OPTIMAL,1507,0,0,14,2
4,7,6149.0,0.8100164364163214,2.617032232213054,OPTIMAL,1523,0,0,10,1
4,7,6150.0,0.8100164364163214,2.617032232213054,OPTIMAL,1535,0,0,14,1
4,7,6150.0,0.8337451030272496,2.617032232213054,OPTIMAL,1549,0,0,10,0
4,7,6152.0,0.8337451030272496,2.617032232213054,OPTIMAL,1565,0,0,14,3
4,7,6154.0,0.8505493598726105,2.617032232213054,OPTIMAL,1585,0,0,14,1
4,7,6155.0,0.8505493598726105,2.617032232213054,OPTIMAL,1602,0,0,15,6
4,7,6156.0,0.8543593580719847,2.617032232213054,OPTIMAL,1617,0,0,8,0
4,7,6157.0,0.8543593580719847,2.617032232213054,OPTIMAL,1635,0,0,15,5
4,7,6158.0,0.8545171327344381,2.617032232213054,OPTIMAL,1654,0,0,17,2
4,7,6160.0,0.8545171327344381,2.617032232213054,OPTIMAL,1671,0,0,14,4
4,7,6161.0,0.8627346572489262,2.617032232213054,OPTIMAL,1693,0,0,16,3
4,7,6162.0,0.8627346572489262,2.617032232213054,OPTIMAL,1708,0,0,11,2
4,7,6163.0,0.8788323311745438,2.617032232213054,OPTIMAL,1722,0,0,8,0
4,7,6164.0,0.8788323311745438,2.617032232213054,OPTIMAL,1735,0,0,13,2
4,7,6165.0,0.8854536159416272,2.617032232213054,OPTIMAL,1750,0,0,7,0
4,7,6165.0,0.8854536159416272,2.617032232213054,OPTIMAL,1767,0,0,12,3
4,7,6166.0,0.8862338278678398,2.617032232213054,OPTIMAL,1783,0,0,8,0
4,7,6167.0,0.8862338278678398,2.617032232213054,OPTIMAL,1796,0,0,15,4
4,7,6168.0,0.8897789317279073,2.617032232213054,OPTIMAL,1808,0,0,8,1
4,7,6169.0,0.8897789317279073,2.617032232213054,OPTIMAL,1822,0,0,14,2
4,7,6173.0,0.8932261034293506,2.617032232213054,OPTIMAL,1835,0,0,5,0
4,7,6175.0,0.8932261034293506,2.617032232213054,OPTIMAL,1855,0,0,17,3
4,7,6176.0,0.9210196023380227,2.617032232213054,OPTIMAL,1874,0,0,19,2
4,7,6177.0,0.9210196023380227,2.617032232213054,OPTIMAL,1886,0,0,13,5
4,7,6178.0,0.9270560328040154,2.617032232213054,OPTIMAL,1901,0,0,8,1
4,7,6179.0,0.9270560328040154,2.617032232213054,OPTIMAL,1918,0,0,15,0
4,7,6180.0,0.9323180954913634,2.617032232213054,OPTIMAL,1934,0,0,7,1
4,7,6181.0,0.9323180954913634,2.617032232213054,OPTIMAL,1948,0,0,8,2
4,7,6182.0,0.9440768511120171,2.617032232213054,OPTIMAL,1958,0,0,8,2
4,7,6183.0,0.9440768511120171,2.617032232213054,OPTIMAL,1970,0,0,12,0
4,7,6184.0,0.9456141214960075,2.617032232213054,OPTIMAL,1985,0,0,8,0
4,7,6185.0,0.9456141214960075,2.617032232213054,OPTIMAL,1999,0,0,14,1
4,7,6186.0,0.9492487375956152,2.617032232213054,OPTIMAL,2012,0,0,8,2
4,7,6187.0,0.9492487375956152,2.617032232213054,OPTIMAL,2029,0,0,10,2
4,7,6187.0,0.9494107866909329,2.617032232213054,OPTIMAL,2044,0,0,9,0
4,7,6188.0,0.9494107866909329,2.617032232213054,OPTIMAL,2058,0,0,13,5
4,7,6189.0,0.9495484211980768,2.617032232213054,OPTIMAL,2073,0,0,10,0
4,7,6190.0,0.9495484211980768,2.617032232213054,OPTIMAL,2088,0,0,16,3
4,7,6191.0,0.9498405545030176,2.617032232213054,OPTIMAL,2100,0,0,6,0
4,7,6192.0,0.9498405545030176,2.617032232213054,OPTIMAL,2115,0,0,11,3
4,7,6193.0,0.9558407503398864,2.617032232213054,OPTIMAL,2130,0,0,6,0
4,7,6193.0,0.9558407503398864,2.617032232213054,OPTIMAL,2140,0,0,9,2
4,7,6194.0,0.9572911860650551,2.617032232213054,OPTIMAL,2152,0,0,7,0
4,7,6195.0,0.9572911860650551,2.617032232213054,OPTIMAL,2166,0,0,11,1
4,7,6196.0,0.961280933182143,2.617032232213054,OPTIMAL,2180,0,0,9,0
4,7,6197.0,0.961280933182143,2.617032232213054,OPTIMAL,2194,0,0,12,5
4,7,6201.0,0.9659869502247778,2.617032232213054,OPTIMAL,2209,0,0,7,1
4,7,6202.0,0.9659869502247778,2.617032232213054,OPTIMAL,2224,0,0,15,2
4,7,6204.0,0.9804076093548012,2.617032232213054,OPTIMAL,2244,0,0,18,2
4,7,6206.0,0.9804076093548012,2.617032232213054,OPTIMAL,2262,0,0,16,8
4,7,6207.0,0.9825128288605636,2.617032232213054,OPTIMAL,2282,0,0,14,2
4,7,6208.0,0.9825128288605636,2.617032232213054,OPTIMAL,2297,0,0,10,2
4,7,6209.0,0.9829151424472516,2.617032232213054,OPTIMAL,2314,0,0,9,1
4,7,6210.0,0.9829151424472516,2.617032232213054,OPTIMAL,2328,0,0,16,3
4,7,6211.0,0.9878955249724823,2.617032232213054,OPTIMAL,2347,0,0,9,1
4,7,6212.0,0.9878955249724823,2.617032232213054,OPTIMAL,2367,0,0,18,3
4,7,6213.0,0.9898264566273858,2.617032232213054,OPTIMAL,2379,0,0,8,0
4,7,6214.0,0.9898264566273858,2.617032232213054,OPTIMAL,2398,0,0,16,5
4,7,6216.0,0.992625897280461,2.617032232213054,OPTIMAL,2417,0,0,13,1
4,7,6217.0,0.992625897280461,2.617032232213054,OPTIMAL,2431,0,0,13,5
4,7,6217.0,0.9978005622904441,2.617032232213054,OPTIMAL,2445,0,0,8,1
4,7,6218.0,0.9978005622904441,2.617032232213054,OPTIMAL,2459,0,0,12,1
4,7,6219.0,1.00243650924537,2.617032232213054,OPTIMAL,2474,0,0,9,0
4,7,6220.0,1.00243650924537,2.617032232213054,OPTIMAL,2489,0,0,9,2
4,7,6221.0,1.002693826275854,2.617032232213054,OPTIMAL,2504,0,0,9,3
4,7,6222.0,1.002693826275854,2.617032232213054,OPTIMAL,2515,0,0,14,4
4,7,6223.0,1.0040853690413245,2.617032232213054,OPTIMAL,2529,0,0,7,0
4,7,6224.0,1.0040853690413245,2.617032232213054,OPTIMAL,2544,0,0,14,2
4,7,6225.0,1.0064895190900505,2.617032232213054,OPTIMAL,2558,0,0,7,1
4,7,6230.0,1.0064895190900505,2.617032232213054,OPTIMAL,2572,0,0,12,0
4,7,6231.0,1.011490226533513,2.617032232213054,OPTIMAL,2583,0,0,7,0
4,7,6232.0,1.011490226533513,2.617032232213054,OPTIMAL,2597,0,0,17,2
4,7,6232.0,1.0124078545631543,2.617032232213054,OPTIMAL,2612,0,0,9,0
4,7,6234.0,1.0124078545631543,2.617032232213054,OPTIMAL,2627,0,0,13,2
4,7,6234.0,1.0125432731993935,2.617032232213054,OPTIMAL,2637,0,0,8,1
4,7,6235.0,1.0125432731993935,2.617032232213054,OPTIMAL,2653,0,0,11,1
4,7,6236.0,1.016388354319317,2.617032232213054,OPTIMAL,2669,0,0,8,1
4,7,6237.0,1.016388354319317,2.617032232213054,OPTIMAL,2684,0,0,15,2
4,7,6238.0,1.0235834757997087,2.617032232213054,OPTIMAL,2697,0,0,5,0
4,7,6240.0,1.0235834757997087,2.617032232213054,OPTIMAL,2715,0,0,15,8
4,7,6241.0,1.0304439078078178,2.617032232213054,OPTIMAL,2732,0,0,9,1
4,7,6242.0,1.0304439078078178,2.617032232213054,OPTIMAL,2746,0,0,8,5
4,7,6243.0,1.0344582643064943,2.617032232213054,OPTIMAL,2761,0,0,9,2
4,7,6244.0,1.0344582643064943,2.617032232213054,OPTIMAL,2773,0,0,10,4
4,7,6245.0,1.0348248651253287,2.617032232213054,OPTIMAL,2787,0,0,10,0
4,7,6246.0,1.0348248651253287,2.617032232213054,OPTIMAL,2800,0,0,12,2
4,7,6246.0,1.0383334254488696,2.617032232213054,OPTIMAL,2816,0,0,8,2
4,7,6248.0,1.0383334254488696,2.617032232213054,OPTIMAL,2830,0,0,10,1
4,7,6248.0,1.0567039381843897,2.617032232213054,OPTIMAL,2841,0,0,6,2
4,7,6249.0,1.0567039381843897,2.617032232213054,OPTIMAL,2856,0,0,11,7
4,7,6250.0,1.0570436496383875,2.617032232213054,OPTIMAL,2870,0,0,9,0
4,7,6252.0,1.0570436496383875,2.617032232213054,OPTIMAL,2886,0,0,13,5
4,7,6253.0,1.05740073528462,2.617032232213054,OPTIMAL,2899,0,0,7,0
4,7,6254.0,1.05740073528462,2.617032232213054,OPTIMAL,2914,0,0,9,1
4,7,6254.0,1.0574108820974255,2.617032232213054,OPTIMAL,2924,0,0,7,1
4,7,6258.0,1.0574108820974255,2.617032232213054,OPTIMAL,2940,0,0,16,3
4,7,6260.0,1.0655454565032743,2.617032232213054,OPTIMAL,2957,0,0,8,1
4,7,6260.0,1.0655454565032743,2.617032232213054,OPTIMAL,2968,0,0,7,2
4,7,6261.0,1.0678151455391107,2.617032232213054,OPTIMAL,2979,0,0,8,1
4,7,6262.0,1.0678151455391107,2.617032232213054,OPTIMAL,2994,0,0,13,3
4,7,6263.0,1.0682824107457423,2.617032232213054,OPTIMAL,3009,0,0,9,0
4,7,6265.0,1.0682824107457423,2.617032232213054,OPTIMAL,3024,0,0,13,3
4,7,6266.0,1.077061412674797,2.617032232213054,OPTIMAL,3041,0,0,10,2
4,7,6267.0,1.077061412674797,2.617032232213054,OPTIMAL,3054,0,0,11,4
4,7,6268.0,1.078411847011824,2.617032232213054,OPTIMAL,3068,0,0,7,3
4,7,6268.0,1.078411847011824,2.617032232213054,OPTIMAL,3081,0,0,9,1
4,7,6269.0,1.0806255397914737,2.617032232213054,OPTIMAL,3091,0,0,8,0
4,7,6270.0,1.0806255397914737,2.617032232213054,OPTIMAL,3104,0,0,9,7
4,7,6271.0,1.0828965385138922,2.617032232213054,OPTIMAL,3119,0,0,7,1
4,7,6273.0,1.0828965385138922,2.617032232213054,OPTIMAL,3134,0,0,8,1
4,7,6273.0,1.0837828659715272,2.617032232213054,OPTIMAL,3146,0,0,8,1
4,7,6275.0,1.0837828659715272,2.617032232213054,OPTIMAL,3161,0,0,9,3
4,7,6276.0,1.0848319110507993,2.617032232213054,OPTIMAL,3179,0,0,9,1
4,7,6277.0,1.0848319110507993,2.617032232213054,OPTIMAL,3194,0,0,12,4
4,7,6278.0,1.085065456821596,2.617032232213054,OPTIMAL,3208,0,0,8,1
4,7,6279.0,1.085065456821596,2.617032232213054,OPTIMAL,3223,0,0,7,1
4,7,6280.0,1.0866660828711496,2.617032232213054,OPTIMAL,3237,0,0,7,3
4,7,6281.0,1.0866660828711496,2.617032232213054,OPTIMAL,3252,0,0,9,3
4,7,6282.0,1.0880928979968365,2.617032232213054,OPTIMAL,3270,0,0,7,1
4,7,6283.0,1.0880928979968365,2.617032232213054,OPTIMAL,3282,0,0,8,1
4,7,6284.0,1.0948073545351915,2.617032232213054,OPTIMAL,3296,0,0,9,1
4,7,6288.0,1.0948073545351915,2.617032232213054,OPTIMAL,3309,0,0,9,1
4,7,6289.0,1.1116241466262702,2.617032232213054,OPTIMAL,3321,0,0,7,0
4,7,6290.0,1.1116241466262702,2.617032232213054,OPTIMAL,3333,0,0,8,1
4,7,6291.0,1.1138641610009266,2.617032232213054,OPTIMAL,3342,0,0,10,5
4,7,6292.0,1.1138641610009266,2.617032232213054,OPTIMAL,3358,0,0,14,5
4,7,6293.0,1.1171487072578485,2.617032232213054,OPTIMAL,3373,0,0,8,2
4,7,6295.0,1.1171487072578485,2.617032232213054,OPTIMAL,3387,0,0,14,2
4,7,6296.0,1.1180639043927612,2.617032232213054,OPTIMAL,3404,0,0,8,0
4,7,6297.0,1.1180639043927612,2.617032232213054,OPTIMAL,3417,0,0,15,2
4,7,6298.0,1.1197979066629595,2.617032232213054,OPTIMAL,3433,0,0,10,1
4,7,6299.0,1.1197979066629595,2.617032232213054,OPTIMAL,3445,0,0,10,1
4,7,6300.0,1.121793594983603,2.617032232213054,OPTIMAL,3455,0,0,7,2
4,7,6301.0,1.121793594983603,2.617032232213054,OPTIMAL,3468,0,0,14,2
4,7,6302.0,1.1255884220886554,2.617032232213054,OPTIMAL,3483,0,0,7,2
4,7,6303.0,1.1255884220886554,2.617032232213054,OPTIMAL,3496,0,0,13,1
4,7,6304.0,1.1324860246773634,2.617032232213054,OPTIMAL,3510,0,0,8,2
4,7,6305.0,1.1324860246773634,2.617032232213054,OPTIMAL,3527,0,0,10,5
4,7,6306.0,1.134551083541515,2.617032232213054,OPTIMAL,3544,0,0,9,2
4,7,6307.0,1.134551083541515,2.617032232213054,OPTIMAL,3563,0,0,12,2
4,7,6308.0,1.1350528498131107,2.617032232213054,OPTIMAL,3581,0,0,10,0
4,7,6309.0,1.1350528498131107,2.617032232213054,OPTIMAL,3594,0,0,13,1
4,7,6310.0,1.1379309823265238,2.617032232213054,OPTIMAL,3609,0,0,7,0
4,7,6311.0,1.1379309823265238,2.617032232213054,OPTIMAL,3625,0,0,14,4
4,7,6312.0,1.138127944665596,2.617032232213054,OPTIMAL,3639,0,0,7,1
4,7,6313.0,1.138127944665596,2.617032232213054,OPTIMAL,3654,0,0,14,0
4,7,6314.0,1.141577125033648,2.617032232213054,OPTIMAL,3672,0,0,11,0
4,7,6318.0,1.141577125033648,2.617032232213054,OPTIMAL,3684,0,0,10,2
4,7,6320.0,1.146737072214418,2.617032232213054,OPTIMAL,3696,0,0,7,0
4,7,6321.0,1.146737072214418,2.617032232213054,OPTIMAL,3710,0,0,10,3
4,7,6322.0,1.1488308213954175,2.617032232213054,OPTIMAL,3724,0,0,9,0
4,7,6323.0,1.1488308213954175,2.617032232213054,OPTIMAL,3737,0,0,7,2
4,7,6324.0,1.152967663920795,2.617032232213054,OPTIMAL,3753,0,0,9,2
4,7,6326.0,1.152967663920795,2.617032232213054,OPTIMAL,3765,0,0,10,1
4,7,6327.0,1.1566291923145364,2.617032232213054,OPTIMAL,3781,0,0,10,3
4,7,6327.0,1.1566291923145364,2.617032232213054,OPTIMAL,3792,0,0,10,4
4,7,6328.0,1.1602053358642823,2.617032232213054,OPTIMAL,3805,0,0,7,4
4,7,6329.0,1.1602053358642823,2.617032232213054,OPTIMAL,3818,0,0,9,1
4,7,6330.0,1.160351638340191,2.617032232213054,OPTIMAL,3831,0,0,9,2
4,7,6331.0,1.160351638340191,2.617032232213054,OPTIMAL,3844,0,0,8,4
4,7,6332.0,1.161440974548229,2.617032232213054,OPTIMAL,3854,0,0,9,3
4,7,6333.0,1.161440974548229,2.617032232213054,OPTIMAL,3867,0,0,17,1
4,7,6334.0,1.162749108555662,2.617032232213054,OPTIMAL,3883,0,0,9,1
4,7,6335.0,1.162749108555662,2.617032232213054,OPTIMAL,3893,0,0,8,4
4,7,6336.0,1.1732481801582184,2.617032232213054,OPTIMAL,3905,0,0,9,1
4,7,6337.0,1.1732481801582184,2.617032232213054,OPTIMAL,3921,0,0,12,1
4,7,6338.0,1.173267601310243,2.617032232213054,OPTIMAL,3937,0,0,9,3
4,7,6339.0,1.173267601310243,2.617032232213054,OPTIMAL,3951,0,0,12,1
4,7,6340.0,1.1733437213296782,2.617032232213054,OPTIMAL,3967,0,0,7,0
