seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
1,9,8320.0,-0.006226060830546661,3.281312193929425,TIME_LIMIT,53,0,0,33,0
1,9,10341.0,-0.006226060830546661,3.281312193929425,TIME_LIMIT,82,0,0,38,5
1,9,10996.0,0.03753138120963007,3.281312193929425,TIME_LIMIT,122,0,0,27,1
1,9,11616.0,0.03753138120963007,3.281312193929425,TIME_LIMIT,153,0,0,45,7
1,9,12310.0,0.08151438645806769,3.281312193929425,TIME_LIMIT,194,0,0,34,0
1,9,12870.0,0.08151438645806769,3.281312193929425,TIME_LIMIT,223,0,0,51,13
1,9,13519.0,0.12631716529700376,3.281312193929425,TIME_LIMIT,258,0,0,27,1
1,9,14082.0,0.12631716529700376,3.281312193929425,TIME_LIMIT,286,0,0,47,17
1,9,14867.0,0.16919594135930752,3.281312193929425,TIME_LIMIT,329,0,0,37,1
1,9,15419.0,0.16919594135930752,3.281312193929425,TIME_LIMIT,354,0,0,50,14
1,9,16148.0,0.20951335092231924,3.281312193929425,TIME_LIMIT,394,0,0,34,3
1,9,16784.0,0.20951335092231924,3.281312193929425,TIME_LIMIT,422,0,0,51,14
1,9,17443.0,0.24854911223321016,3.281312193929425,TIME_LIMIT,458,0,0,32,4
1,9,18095.0,0.24854911223321016,3.281312193929425,TIME_LIMIT,491,0,0,53,12
1,9,18872.0,0.29293866636962795,3.281312193929425,TIME_LIMIT,533,0,0,35,4
1,9,19364.0,0.29293866636962795,3.281312193929425,TIME_LIMIT,557,0,0,48,16
1,9,20126.0,0.33621675851107513,3.281312193929425,TIME_LIMIT,599,0,0,41,9
1,9,20752.0,0.33621675851107513,3.281312193929425,TIME_LIMIT,631,0,0,50,22
1,9,21476.0,0.36667587407845836,3.281312193929425,TIME_LIMIT,669,0,0,32,3
1,9,21985.0,0.36667587407845836,3.281312193929425,TIME_LIMIT,697,0,0,33,3
1,9,22610.0,0.39224974288274006,3.281312193929425,TIME_LIMIT,729,0,0,26,0
1,9,23229.0,0.39224974288274006,3.281312193929425,TIME_LIMIT,759,0,0,44,22
1,9,23984.0,0.41293478135858874,3.281312193929425,TIME_LIMIT,799,0,0,35,2
1,9,24498.0,0.41293478135858874,3.281312193929425,TIME_LIMIT,826,0,0,36,3
1,9,25021.0,0.42716489114436934,3.281312193929425,TIME_LIMIT,853,0,0,25,0
1,9,25547.0,0.42716489114436934,3.281312193929425,TIME_LIMIT,880,0,0,34,5
1,9,26098.0,0.444580125995332,3.281312193929425,TIME_LIMIT,911,0,0,22,0
1,9,26679.0,0.444580125995332,3.281312193929425,TIME_LIMIT,943,0,0,39,0
1,9,27263.0,0.4542971422680491,3.281312193929425,TIME_LIMIT,977,0,0,27,0
1,9,27937.0,0.4542971422680491,3.281312193929425,TIME_LIMIT,1008,0,0,29,13
1,9,28593.0,0.4689777992107088,3.281312193929425,TIME_LIMIT,1043,0,0,33,9
1,9,28962.0,0.4689777992107088,3.281312193929425,TIME_LIMIT,1063,0,0,35,5
1,9,29528.0,0.47010077232320574,3.281312193929425,TIME_LIMIT,1095,0,0,28,3
1,9,29957.0,0.47010077232320574,3.281312193929425,TIME_LIMIT,1119,0,0,31,5
1,9,30606.0,0.49156704390127437,3.281312193929425,TIME_LIMIT,1154,0,0,30,1
1,9,31011.0,0.49156704390127437,3.281312193929425,TIME_LIMIT,1176,0,0,42,5
1,9,31535.0,0.5056533077518677,3.281312193929425,TIME_LIMIT,1206,0,0,21,0
1,9,32110.0,0.5056533077518677,3.281312193929425,TIME_LIMIT,1238,0,0,43,5
1,9,32791.0,0.5238324853385178,3.281312193929425,TIME_LIMIT,1275,0,0,21,0
1,9,33265.0,0.5238324853385178,3.281312193929425,TIME_LIMIT,1300,0,0,32,7
1,9,33817.0,0.5267097401443013,3.281312193929425,TIME_LIMIT,1332,0,0,23,2
1,9,34290.0,0.5267097401443013,3.281312193929425,TIME_LIMIT,1357,0,0,34,7
1,9,34838.0,0.5332844688297438,3.281312193929425,TIME_LIMIT,1387,0,0,26,5
1,9,35292.0,0.5332844688297438,3.281312193929425,TIME_LIMIT,1411,0,0,41,8
