seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
8,8,5248.0,-0.006162365504605521,2.9425387986124636,OPTIMAL,41,0,0,21,0
8,8,6269.0,-0.006162365504605521,2.9425387986124636,OPTIMAL,65,0,0,26,0
8,8,6272.0,0.038402455170617994,2.9425387986124636,OPTIMAL,97,0,0,21,2
8,8,6275.0,0.038402455170617994,2.9425387986124636,OPTIMAL,127,0,0,37,3
8,8,6277.0,0.08003690193920188,2.9425387986124636,OPTIMAL,157,0,0,25,0
8,8,6280.0,0.08003690193920188,2.9425387986124636,OPTIMAL,183,0,0,38,6
8,8,6283.0,0.12870601719470065,2.9425387986124636,OPTIMAL,221,0,0,29,0
8,8,6299.0,0.12870601719470065,2.9425387986124636,OPTIMAL,245,0,0,36,7
8,8,6303.0,0.1721333993718169,2.9425387986124636,OPTIMAL,276,0,0,23,3
8,8,6307.0,0.1721333993718169,2.9425387986124636,OPTIMAL,306,0,0,42,7
8,8,6309.0,0.2166981221266025,2.9425387986124636,OPTIMAL,334,0,0,23,2
8,8,6313.0,0.2166981221266025,2.9425387986124636,OPTIMAL,361,0,0,40,11
8,8,6315.0,0.2568500082744279,2.9425387986124636,OPTIMAL,391,0,0,26,2
8,8,6326.0,0.2568500082744279,2.9425387986124636,OPTIMAL,416,0,0,37,12
8,8,6330.0,0.30700126889649626,2.9425387986124636,OPTIMAL,450,0,0,28,2
8,8,6334.0,0.30700126889649626,2.9425387986124636,OPTIMAL,478,0,0,34,15
8,8,6337.0,0.3719163935057717,2.9425387986124636,OPTIMAL,510,0,0,29,5
8,8,6339.0,0.3719163935057717,2.9425387986124636,OPTIMAL,534,0,0,28,0
8,8,6342.0,0.3732525924266845,2.9425387986124636,OPTIMAL,560,0,0,21,0
8,8,6345.0,0.3732525924266845,2.9425387986124636,OPTIMAL,585,0,0,30,10
8,8,6352.0,0.419359631136728,2.9425387986124636,OPTIMAL,619,0,0,31,3
8,8,6354.0,0.419359631136728,2.9425387986124636,OPTIMAL,639,0,0,27,3
8,8,6356.0,0.4506848178073581,2.9425387986124636,OPTIMAL,665,0,0,19,2
8,8,6358.0,0.4506848178073581,2.9425387986124636,OPTIMAL,686,0,0,29,1
8,8,6359.0,0.45688409387427076,2.9425387986124636,OPTIMAL,711,0,0,18,0
