seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
6,10,6816.0,-0.00784051030999998,3.9170687128419965,TIME_LIMIT,55,0,0,35,0
6,10,8568.0,-0.00784051030999998,3.9170687128419965,TIME_LIMIT,94,0,0,49,4
6,10,9283.0,0.03846898120785017,3.9170687128419965,TIME_LIMIT,141,0,0,37,1
6,10,9769.0,0.03846898120785017,3.9170687128419965,TIME_LIMIT,172,0,0,52,7
6,10,10428.0,0.06959694726332197,3.9170687128419965,TIME_LIMIT,213,0,0,36,0
6,10,10979.0,0.06959694726332197,3.9170687128419965,TIME_LIMIT,248,0,0,61,10
6,10,11622.0,0.10538895995202772,3.9170687128419965,TIME_LIMIT,289,0,0,38,2
6,10,12023.0,0.10538895995202772,3.9170687128419965,TIME_LIMIT,314,0,0,65,11
6,10,12716.0,0.1315376601600331,3.9170687128419965,TIME_LIMIT,358,0,0,33,1
6,10,13246.0,0.1315376601600331,3.9170687128419965,TIME_LIMIT,391,0,0,63,16
6,10,14031.0,0.15990546627615868,3.9170687128419965,TIME_LIMIT,440,0,0,40,3
6,10,14625.0,0.15990546627615868,3.9170687128419965,TIME_LIMIT,475,0,0,71,18
6,10,15314.0,0.18759310689424297,3.9170687128419965,TIME_LIMIT,521,0,0,43,5
6,10,15837.0,0.18759310689424297,3.9170687128419965,TIME_LIMIT,552,0,0,67,22
6,10,16633.0,0.22207358418761405,3.9170687128419965,TIME_LIMIT,602,0,0,44,3
6,10,17150.0,0.22207358418761405,3.9170687128419965,TIME_LIMIT,634,0,0,65,25
6,10,17956.0,0.2580639701381364,3.9170687128419965,TIME_LIMIT,684,0,0,49,6
6,10,18561.0,0.2580639701381364,3.9170687128419965,TIME_LIMIT,721,0,0,51,20
6,10,19389.0,0.31636408817329953,3.9170687128419965,TIME_LIMIT,773,0,0,49,6
6,10,20127.0,0.31636408817329953,3.9170687128419965,TIME_LIMIT,816,0,0,39,7
6,10,20802.0,0.355813889828254,3.9170687128419965,TIME_LIMIT,858,0,0,53,15
6,10,21328.0,0.355813889828254,3.9170687128419965,TIME_LIMIT,891,0,0,44,5
6,10,21860.0,0.393965210258415,3.9170687128419965,TIME_LIMIT,930,0,0,33,0
6,10,22325.0,0.393965210258415,3.9170687128419965,TIME_LIMIT,958,0,0,49,9
6,10,22850.0,0.42819987361495937,3.9170687128419965,TIME_LIMIT,996,0,0,32,2
6,10,23351.0,0.42819987361495937,3.9170687128419965,TIME_LIMIT,1028,0,0,47,3
6,10,23721.0,0.4290217876737963,3.9170687128419965,TIME_LIMIT,1069,0,0,28,0
6,10,24330.0,0.4290217876737963,3.9170687128419965,TIME_LIMIT,1111,0,0,58,8
6,10,24976.0,0.43218612625367836,3.9170687128419965,TIME_LIMIT,1155,0,0,57,20
6,10,25364.0,0.43218612625367836,3.9170687128419965,TIME_LIMIT,1182,0,0,60,9
6,10,25711.0,0.4540093457713523,3.9170687128419965,TIME_LIMIT,1219,0,0,33,2
6,10,26132.0,0.4540093457713523,3.9170687128419965,TIME_LIMIT,1248,0,0,40,7
6,10,26567.0,0.4563048782396101,3.9170687128419965,TIME_LIMIT,1296,0,0,36,1
6,10,26930.0,0.4563048782396101,3.9170687128419965,TIME_LIMIT,1320,0,0,56,11
6,10,27338.0,0.4591676496209732,3.9170687128419965,TIME_LIMIT,1364,0,0,30,0
6,10,27747.0,0.4591676496209732,3.9170687128419965,TIME_LIMIT,1393,0,0,48,6
6,10,28138.0,0.4829819479851682,3.9170687128419965,TIME_LIMIT,1435,0,0,36,1
6,10,28533.0,0.4829819479851682,3.9170687128419965,TIME_LIMIT,1463,0,0,60,12
6,10,28890.0,0.4869922115109015,3.9170687128419965,TIME_LIMIT,1501,0,0,36,3
6,10,29360.0,0.4869922115109015,3.9170687128419965,TIME_LIMIT,1534,0,0,45,5
6,10,29796.0,0.48993164281900886,3.9170687128419965,TIME_LIMIT,1583,0,0,35,3
6,10,30246.0,0.48993164281900886,3.9170687128419965,TIME_LIMIT,1613,0,0,52,4
6,10,30564.0,0.5142801668581146,3.9170687128419965,TIME_LIMIT,1647,0,0,31,1
6,10,30966.0,0.5142801668581146,3.9170687128419965,TIME_LIMIT,1675,0,0,56,15
6,10,31364.0,0.5190907035879898,3.9170687128419965,TIME_LIMIT,1718,0,0,34,1
6,10,31813.0,0.5190907035879898,3.9170687128419965,TIME_LIMIT,1749,0,0,51,6
6,10,32170.0,0.5201039274213201,3.9170687128419965,TIME_LIMIT,1788,0,0,38,4
6,10,32645.0,0.5201039274213201,3.9170687128419965,TIME_LIMIT,1822,0,0,42,2
6,10,33054.0,0.5261739124433253,3.9170687128419965,TIME_LIMIT,1865,0,0,35,3
6,10,33426.0,0.5261739124433253,3.9170687128419965,TIME_LIMIT,1891,0,0,53,4
6,10,33816.0,0.5450739229207455,3.9170687128419965,TIME_LIMIT,1934,0,0,38,6
6,10,34250.0,0.5450739229207455,3.9170687128419965,TIME_LIMIT,1964,0,0,49,7
6,10,34620.0,0.5470197573880433,3.9170687128419965,TIME_LIMIT,2005,0,0,33,2
6,10,35016.0,0.5470197573880433,3.9170687128419965,TIME_LIMIT,2033,0,0,48,12
6,10,35443.0,0.548346756275736,3.9170687128419965,TIME_LIMIT,2077,0,0,42,4
6,10,35897.0,0.548346756275736,3.9170687128419965,TIME_LIMIT,2109,0,0,52,6
